payment_installments,payment_value,payment_total,payment_count,delivery_delay_days,purchase_to_delivery_days,total_to_value_ratio,is_delayed,purchase_hour,purchase_dow,payment_type_boleto,payment_type_credit_card,payment_type_debit_card,payment_type_not_defined,payment_type_voucher,payment_type_nan,authorization_status_authorized,authorization_status_declined,authorization_status_pending,authorization_status_reversed,authorization_status_nan,transaction_status_failed,transaction_status_pending,transaction_status_reversed,transaction_status_successful,transaction_status_nan,order_status_approved,order_status_canceled,order_status_created,order_status_delivered,order_status_invoiced,order_status_processing,order_status_shipped,order_status_unavailable,order_status_nan,order_channel_marketplace,order_channel_mobile_app,order_channel_online,order_channel_nan,derived_delivery_state_canceled,derived_delivery_state_delivered,derived_delivery_state_not_delivered,derived_delivery_state_shipped,derived_delivery_state_unavailable,derived_delivery_state_unknown,derived_delivery_state_nan,amount_bucket_low,amount_bucket_medium,amount_bucket_high,amount_bucket_nan,risk_score,actual_disputed,decision
5,58.13,58.13,1,-3.1538773148148147,15.877256944444444,1.0,0,23,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5227343180823333,0,resolve
1,76.39,76.39,1,-11.339108796296296,4.766840277777778,1.0,0,21,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5196609421180205,0,resolve
1,25.86,25.86,1,-24.539421296296297,4.7579513888888885,1.0,0,16,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.0004922202007194281,0,resolve
1,64.42,64.42,1,-2.6113078703703705,18.625694444444445,1.0,0,18,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5189174700776342,1,resolve
2,104.84,104.84,1,-8.25519675925926,14.259814814814815,1.0,0,11,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5414285794346307,0,escalate
2,273.18,273.18,1,-31.302256944444444,8.7834375,1.0,0,21,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.0035622473628602607,0,resolve
2,180.37,180.37,1,60.61303240740741,68.04820601851851,1.0,1,13,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5308214452468349,0,resolve
1,30.0,113.7,4,-16.199201388888888,6.840185185185185,3.79,0,23,5,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.0004870182905337877,0,resolve
3,108.0,108.0,1,-17.18136574074074,8.031261574074074,1.0,0,18,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.521739907305738,0,resolve
3,65.09,65.09,1,-11.281620370370373,12.09613425925926,1.0,0,14,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5208365259733946,0,resolve
2,51.01,51.01,1,-3.221087962962963,22.30149305555556,1.0,0,11,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5211764845950954,1,resolve
1,7.94,100.57,14,-5.334131944444445,9.949548611111112,12.666246851385388,0,17,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.569530456670934,0,escalate
8,387.0,387.0,1,-14.294085648148148,14.722442129629629,1.0,0,23,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5172884090756067,0,resolve
3,106.87,106.87,1,-15.07652777777778,6.558263888888889,1.0,0,8,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.522967183092693,0,resolve
9,94.21,94.21,1,-4.193310185185185,20.934722222222224,1.0,0,20,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5320283094468837,0,resolve
1,58.87,207.21,5,-3.476828703703704,7.074108796296296,3.519789366400544,0,10,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5211301646930087,0,resolve
1,34.71,34.71,1,-19.12568287037037,6.2076620370370375,1.0,0,15,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5146087279849233,0,resolve
4,94.78,94.78,1,-11.212847222222225,13.910555555555556,1.0,0,21,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5221621432865481,0,resolve
5,66.89,66.89,1,2.939560185185185,22.15591435185185,1.0,1,18,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5229784092194161,1,resolve
1,35.36,35.36,1,-0.0813078703703703,3.9738425925925926,1.0,0,22,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5320790316574797,0,resolve
1,76.9,76.9,1,-14.130243055555557,14.453460648148148,1.0,0,9,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5162673020631969,0,resolve
10,993.55,993.55,1,-20.34953703703704,10.087893518518518,1.0,0,13,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5390558733980815,1,escalate
8,410.52,410.52,1,-17.31622685185185,9.6621875,1.0,0,0,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5428824242381617,0,escalate
1,75.11,75.11,1,-10.62775462962963,14.426550925925929,1.0,0,22,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5177788791438678,0,resolve
2,66.22,66.22,1,-16.116145833333334,6.377337962962963,1.0,0,12,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.53957746118918,0,escalate
4,86.2,86.2,1,-7.318020833333334,11.161412037037037,1.0,0,12,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5361866100793573,1,escalate
1,61.29,61.29,1,-13.153784722222222,2.2697337962962965,1.0,0,13,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5168316362685045,0,resolve
2,65.48,65.48,1,-12.220891203703705,7.931354166666667,1.0,0,20,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5364134092997096,0,escalate
1,7.59,27.78,2,-8.192476851851852,6.827662037037037,3.6600790513834,0,23,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.4969342894809561,0,resolve
2,51.69,51.69,1,-0.3532291666666666,21.69130787037037,1.0,0,22,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.522228404949796,0,resolve
1,34.0,34.0,1,-22.858622685185185,10.6625,1.0,0,11,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5342363698274987,0,resolve
3,163.95,163.95,1,-13.223344907407409,2.0714930555555555,1.0,0,16,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.513796701862693,0,resolve
4,40.27,40.27,1,-15.172465277777778,10.84204861111111,1.0,0,23,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5181807123220218,0,resolve
1,130.25,130.25,1,-18.366805555555555,9.823136574074072,1.0,0,19,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5133274867745861,0,resolve
1,80.44,80.44,1,-2.4144212962962963,16.159918981481482,1.0,0,10,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5223250076257587,0,resolve
1,26.29,26.29,1,-2.2689351851851853,1.2327083333333333,1.0,0,11,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.521247786419851,0,resolve
3,107.72,107.72,1,-18.325671296296296,5.9275,1.0,0,17,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5295503152692849,0,resolve
1,51.86,51.86,1,-13.121331018518518,16.201122685185187,1.0,0,16,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5272108931589172,0,resolve
2,129.79,129.79,1,-6.964224537037037,11.181643518518518,1.0,0,20,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5229923671764011,0,resolve
8,277.25,277.25,1,-6.017673611111111,20.39003472222222,1.0,0,14,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5213909077817086,0,resolve
1,220.04,220.04,1,-10.185347222222225,5.981817129629629,1.0,0,19,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5124097719452606,0,resolve
1,11.21,127.92,5,-10.22324074074074,13.845787037037036,11.411239964317572,0,22,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5107593286579388,0,resolve
3,173.82,173.82,1,-18.209016203703705,7.262928240740741,1.0,0,12,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5116773900304648,0,resolve
6,204.81,204.81,1,-10.235069444444443,6.934108796296297,1.0,0,19,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5267321864621819,0,resolve
2,57.78,57.78,1,-9.08738425925926,10.06568287037037,1.0,0,20,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5395851873514823,0,escalate
1,289.61,289.61,1,-21.029444444444444,9.324710648148148,1.0,0,15,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5051023387773147,0,resolve
3,162.24,162.24,1,-12.178854166666667,2.979016203703704,1.0,0,20,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5252794544313789,0,resolve
1,20.69,20.69,1,-12.174363425925923,3.0154050925925926,1.0,0,19,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5247748607181725,0,resolve
2,69.33,69.33,1,-0.1698611111111111,13.909351851851852,1.0,0,22,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5237101102170739,0,resolve
1,40.09,40.09,1,-8.181261574074075,22.31876157407408,1.0,0,11,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5191705879200837,0,resolve
1,196.01,196.01,1,-11.043391203703704,21.08078703703704,1.0,0,21,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5070821548028331,0,resolve
1,37.86,37.86,1,-17.265196759259258,4.739085648148148,1.0,0,23,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5524162466332814,1,escalate
4,734.2,884.2,2,-17.157777777777778,9.086666666666666,1.2043040043584854,0,18,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5260472472528948,1,resolve
4,358.53,358.53,1,-16.246354166666666,9.914189814814817,1.0,0,20,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5209222628172665,0,resolve
1,90.29,90.29,1,-21.1997800925926,10.996666666666666,1.0,0,19,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5157800438335604,0,resolve
1,56.78,56.78,1,-11.973136574074072,10.232471064814815,1.0,0,12,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.5473389440525805,0,escalate
1,67.53,67.53,1,-13.152534722222224,15.90261574074074,1.0,0,22,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.4981225437339668,0,resolve
1,46.0,46.0,1,-15.105706018518518,9.291006944444444,1.0,0,14,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5271658183263814,0,resolve
1,34.89,34.89,1,-16.36111111111111,12.243877314814815,1.0,0,9,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5152191848469686,0,resolve
2,57.98,57.98,1,-0.820324074074074,6.579108796296296,1.0,0,14,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5324951410393775,0,resolve
9,117.85,117.85,1,-8.261296296296296,14.90101851851852,1.0,0,20,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.529041529435682,0,resolve
1,87.58,87.58,1,-13.185497685185185,7.41855324074074,1.0,0,9,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.001960741580769728,0,resolve
1,46.13,46.13,1,2.7936805555555555,23.241238425925925,1.0,1,13,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5155695639882658,0,resolve
2,296.73,296.73,1,-7.158194444444445,16.375127314814815,1.0,0,11,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.005622770968381074,0,resolve
1,160.62,160.62,1,-18.226574074074072,9.374849537037036,1.0,0,9,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5075011906843112,0,resolve
1,49.42,49.42,1,-20.35559027777778,5.727789351851852,1.0,0,21,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5132515888291291,0,resolve
1,114.0,114.0,1,-14.052118055555557,10.13523148148148,1.0,0,19,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5180410597225391,0,resolve
1,51.5,51.5,1,-15.183668981481482,17.393680555555555,1.0,0,10,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5267394778039948,0,resolve
6,123.75,123.75,1,-12.146875,4.174108796296296,1.0,0,16,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.0020148709616584944,0,resolve
6,67.0,67.0,1,-11.338611111111112,13.730150462962962,1.0,0,22,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5233930322868341,0,resolve
2,150.05,150.05,1,-17.174340277777777,16.534027777777776,1.0,0,6,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5203978936795051,0,resolve
2,150.89,150.89,1,-14.522835648148147,11.892743055555556,1.0,0,14,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5120265106590481,0,resolve
1,123.31,123.31,1,-13.500775462962965,5.155358796296296,1.0,0,8,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.49800912894440863,0,resolve
6,65.71,65.71,1,-10.22380787037037,8.171655092592593,1.0,0,14,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5251013379180807,0,resolve
2,61.81,61.81,1,-7.230034722222222,5.664907407407408,1.0,0,2,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.524031444904457,1,resolve
7,77.57,77.57,1,-15.037581018518518,16.95914351851852,1.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.004107525234639539,0,resolve
3,83.32,83.32,1,-9.327476851851852,6.050659722222222,1.0,0,14,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.0019892420648559284,0,resolve
2,163.06,163.06,1,-17.101111111111113,2.4107175925925928,1.0,0,11,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5109021094604392,0,resolve
7,152.72,152.72,1,-18.153171296296296,6.809594907407408,1.0,0,0,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5227604138790743,0,resolve
3,788.53,788.53,1,-26.05719907407408,5.10693287037037,1.0,0,20,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.014203863082928191,0,resolve
8,165.96,165.96,1,-19.174375,10.955150462962964,1.0,0,20,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5180346078064562,0,resolve
8,243.11,243.11,1,-11.973136574074072,10.232471064814815,1.0,0,10,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.5315724334114194,0,resolve
4,256.59,256.59,1,-8.220891203703705,8.189861111111112,1.0,0,14,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5162098297771659,0,resolve
1,134.05,134.05,1,-11.973136574074072,10.232471064814815,1.0,0,19,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.5284763392103479,0,resolve
5,57.1,57.1,1,-8.09025462962963,19.429583333333333,1.0,0,11,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5233965513521635,0,resolve
6,780.59,780.59,1,-24.19679398148148,10.95820601851852,1.0,0,20,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5115132280039912,0,resolve
1,130.15,130.15,1,-12.064675925925926,14.036273148148148,1.0,0,21,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5152407054966324,0,resolve
3,98.55,98.55,1,-18.227453703703706,7.141736111111111,1.0,0,15,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5206670368223644,0,resolve
1,47.52,47.52,1,-17.50542824074074,6.69255787037037,1.0,0,19,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5147922812576724,0,resolve
4,42.42,42.42,1,-11.973136574074072,10.232471064814815,1.0,0,13,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.053124664674121504,0,resolve
8,85.24,85.24,1,-2.4035532407407407,33.5568287037037,1.0,0,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5330135206722175,1,resolve
6,62.29,62.29,1,-6.3272106481481485,7.000763888888889,1.0,0,16,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5265463248981218,0,resolve
3,166.98,166.98,1,-13.247511574074077,6.224340277777777,1.0,0,12,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5147331961197039,0,resolve
1,104.14,104.14,1,-8.56320601851852,8.590891203703704,1.0,0,20,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5591994737465393,1,escalate
1,126.2,126.2,1,-6.2689814814814815,18.114525462962963,1.0,0,14,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5215504159369064,0,resolve
2,107.44,107.44,1,-6.155729166666666,21.015636574074072,1.0,0,19,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.519894020494497,1,resolve
1,102.1,102.1,1,-8.175856481481482,3.5189699074074072,1.0,0,7,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5434738975623552,0,escalate
1,175.56,175.56,1,-12.994826388888889,14.95144675925926,1.0,0,1,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5116573282990555,0,resolve
2,27.23,27.23,1,-15.92519675925926,5.198344907407408,1.0,0,21,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5154012384511065,0,resolve
1,35.84,35.84,1,-15.398530092592592,6.068043981481481,1.0,0,12,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5162108356740628,0,resolve
